twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam
.415,.375,23,13,1,10,17,.867,90,7,240,Cleveland Cavaliers
.458,.417,18,9,1,4,26,.792,95,9,240,Orlando Magic
.458,.435,14,12,7,16,28,.720,104,5,240,New York Knicks
.400,.333,23,6,4,10,28,.867,87,8,240,New Jersey Nets
.463,.389,18,13,4,9,32,.688,94,8,240,Golden State Warriors
.458,.300,18,16,5,10,28,.824,93,10,240,Philadelphia 76ers
.459,.100,19,12,8,11,32,.656,100,7,240,Sacramento Kings
.403,.333,21,14,3,17,29,.700,87,6,240,Charlotte Bobcats
.456,.357,22,13,2,8,29,.800,93,3,240,Charlotte Bobcats
.458,.400,21,11,4,4,35,.462,86,13,240,Boston Celtics
.422,.438,22,10,6,10,30,.571,85,6,240,Memphis Grizzlies
.453,.360,27,10,7,18,28,.650,108,5,240,Los Angeles Clippers
.432,.294,16,18,8,12,29,.900,93,10,240,Oklahoma City Thunder
.411,.308,27,18,3,21,23,.923,98,3,240,Cleveland Cavaliers
.425,.290,20,19,5,13,36,.688,94,5,240,Minnesota Timberwolves
.422,.300,25,9,1,12,20,.727,92,7,240,Denver Nuggets
.430,.250,23,7,8,8,21,.875,78,5,240,Philadelphia 76ers
.372,.316,17,16,2,15,30,.947,88,6,240,New Jersey Nets
.506,.333,24,15,8,10,37,.786,105,7,240,Utah Jazz
.464,.333,21,12,0,11,24,.632,96,5,240,Washington Wizards
.429,.385,22,13,2,7,29,.833,86,8,240,Boston Celtics
.423,.333,19,18,1,13,25,.724,94,10,240,Washington Wizards
.417,.375,15,14,3,8,27,.688,80,3,240,Orlando Magic
.417,.235,19,18,9,18,26,.733,85,10,240,Sacramento Kings
.474,.467,16,16,8,9,29,.682,96,4,240,Detroit Pistons
.452,.292,19,10,5,9,35,.750,97,6,265,Dallas Mavericks
.415,.364,21,16,7,16,38,.793,99,2,240,Phoenix Suns
.442,.316,20,17,10,11,29,.774,98,5,240,Oklahoma City Thunder
.429,.273,23,15,5,13,35,.889,107,6,240,Los Angeles Lakers
.402,.222,17,14,4,14,26,.750,82,6,240,Miami Heat
.424,.167,18,20,5,17,40,.667,90,5,240,Charlotte Bobcats
.452,.417,22,16,6,18,23,.773,98,6,240,Washington Wizards
.468,.417,11,14,4,8,21,.743,103,10,240,New Orleans Hornets
.425,.200,13,14,4,10,39,.625,80,5,240,Toronto Raptors
.453,.409,22,17,2,14,27,.917,98,9,240,Golden State Warriors
.469,.429,18,14,5,11,20,.708,96,10,240,Charlotte Bobcats
.463,.320,22,16,6,11,24,.750,97,6,240,Denver Nuggets
.351,.227,11,19,5,10,35,.789,72,8,240,Indiana Pacers
.415,.318,20,19,3,9,33,.679,94,10,240,Sacramento Kings
.466,.429,23,15,5,8,34,.706,89,5,240,Dallas Mavericks
.436,.273,20,14,2,8,25,.870,94,9,240,Portland Trail Blazers
.407,.400,20,11,7,9,24,.778,90,6,240,Minnesota Timberwolves
.397,.385,23,7,8,9,32,.750,82,5,240,Philadelphia 76ers
.485,.111,22,13,2,20,34,.556,105,2,240,Los Angeles Lakers
.382,.182,15,14,4,10,29,.792,79,10,240,Philadelphia 76ers
.373,.158,8,19,3,16,28,.696,75,6,240,Detroit Pistons
.448,.500,31,15,4,17,31,.760,117,8,265,Cleveland Cavaliers
.393,.318,14,19,10,18,41,.710,99,3,265,Chicago Bulls
.372,.375,14,16,6,11,32,.688,75,5,240,Toronto Raptors
.429,.500,15,20,4,15,29,.541,87,8,240,Sacramento Kings
.441,.375,24,11,4,11,28,.615,104,6,240,Utah Jazz
.390,.333,16,14,4,10,29,.818,85,5,240,Charlotte Bobcats
.369,.480,21,14,12,7,20,.714,84,9,240,Golden State Warriors
.480,.500,23,12,7,11,31,.667,98,4,240,Toronto Raptors
.405,.222,15,10,4,14,22,.722,85,11,240,Los Angeles Clippers
.425,.316,26,17,6,9,26,.692,89,8,240,Milwaukee Bucks
.386,.273,17,14,2,10,27,.870,90,7,240,Minnesota Timberwolves
.450,.600,24,7,7,8,27,1.000,91,9,240,New Orleans Hornets
.405,.350,14,13,2,10,23,.846,89,6,240,Detroit Pistons
.398,.286,17,14,7,13,28,.895,89,9,240,Portland Trail Blazers
.402,.292,16,14,5,12,26,.700,84,10,240,San Antonio Spurs
.425,.333,16,16,5,5,28,.810,86,8,240,New York Knicks
.468,.273,19,10,5,7,25,.813,90,6,240,Charlotte Bobcats
.446,.360,24,14,6,8,32,.529,100,13,240,Sacramento Kings
.448,.444,19,7,4,13,21,.778,107,7,240,Miami Heat
.386,.182,17,12,4,9,27,.857,88,8,240,New Jersey Nets
.366,.314,16,13,4,13,30,.600,85,8,240,Orlando Magic
.410,.100,20,16,3,6,33,.696,86,9,265,Atlanta Hawks
.455,.143,26,17,4,12,29,.789,98,5,265,Cleveland Cavaliers
.500,.333,27,14,9,10,26,.833,107,5,240,Minnesota Timberwolves
.356,.200,21,8,5,14,32,.862,91,6,240,Houston Rockets
.481,.292,24,12,3,12,19,.714,93,8,240,Phoenix Suns
.494,.320,25,16,7,13,26,.625,107,8,240,Milwaukee Bucks
.434,.318,24,13,4,12,25,.739,96,13,240,Sacramento Kings
.408,.462,21,13,10,10,29,.889,98,5,240,Oklahoma City Thunder
.522,.500,27,14,4,10,28,.727,110,6,240,Golden State Warriors
.407,.542,26,7,7,1,32,.556,84,9,240,San Antonio Spurs
.363,.389,18,9,5,8,34,.833,75,0,240,Toronto Raptors
.443,.545,22,12,2,6,24,.739,85,4,240,Charlotte Bobcats
.439,.364,17,17,8,10,31,.625,86,10,265,Miami Heat
.469,.389,27,15,2,14,32,.870,103,7,240,Golden State Warriors
.403,.238,20,17,6,12,33,.682,82,4,240,Minnesota Timberwolves
.424,.211,15,15,2,12,29,.778,97,10,240,Memphis Grizzlies
.474,.300,20,15,5,7,30,.833,97,5,240,Detroit Pistons
.429,.211,24,15,7,12,27,.879,105,8,240,Houston Rockets
.354,.333,16,18,4,12,31,.909,83,7,240,Cleveland Cavaliers
.446,.294,20,15,2,18,22,.667,97,15,240,Denver Nuggets
.446,.294,19,16,4,10,26,.579,82,3,240,Charlotte Bobcats
.452,.182,22,15,5,16,23,.810,85,7,240,Utah Jazz
.278,.200,13,21,9,16,30,.810,65,10,240,Washington Wizards
.389,.360,20,15,3,8,33,.714,89,9,240,Sacramento Kings
.388,.214,14,15,1,13,31,.643,81,7,240,Orlando Magic
.420,.100,17,16,7,10,38,.741,89,3,240,Philadelphia 76ers
.422,.240,20,12,2,13,25,.783,94,9,240,Portland Trail Blazers
.375,.211,24,10,5,10,27,.789,79,8,240,Boston Celtics
.463,.484,22,16,6,11,28,.714,104,7,240,Golden State Warriors
.482,.455,20,14,4,13,28,.765,98,10,240,Utah Jazz
.440,.391,21,10,8,11,32,.615,99,5,240,Milwaukee Bucks
.500,.364,19,13,4,10,29,.647,110,7,240,Minnesota Timberwolves
.368,.273,19,14,5,13,29,.857,82,5,240,New Jersey Nets
.396,.125,15,12,6,18,26,.722,91,10,240,Phoenix Suns
.437,.286,20,10,9,12,22,.750,89,8,240,Washington Wizards
.403,.227,21,12,2,8,27,.742,86,6,240,Atlanta Hawks
.405,.231,20,11,5,9,28,.750,82,7,240,Charlotte Bobcats
.373,.316,18,17,2,13,34,.759,84,4,240,Cleveland Cavaliers
.368,.385,17,17,5,12,29,.600,86,9,240,Houston Rockets
.393,.400,16,18,6,10,31,.786,94,11,265,Detroit Pistons
.466,.571,19,6,4,6,36,.933,108,4,265,Dallas Mavericks
.357,.278,15,20,3,14,27,.800,75,5,240,Memphis Grizzlies
.425,.300,19,14,1,7,26,.609,85,8,240,New York Knicks
.526,.500,21,17,8,6,33,.700,103,3,240,Portland Trail Blazers
.303,.063,12,12,10,11,34,.667,67,4,240,Charlotte Bobcats
.381,.286,22,17,8,17,33,.727,84,7,240,Chicago Bulls
.409,.400,24,16,4,14,33,.882,99,9,240,Golden State Warriors
.426,.276,25,12,11,15,33,.824,102,6,240,Houston Rockets
.368,.280,16,10,6,10,35,.680,88,4,240,Minnesota Timberwolves
.375,.227,12,19,4,16,26,.621,77,8,240,Oklahoma City Thunder
.500,.313,21,13,1,8,26,.688,98,8,240,New Jersey Nets
.500,.500,27,8,4,4,26,.733,100,9,240,Philadelphia 76ers
.461,.381,18,14,3,15,21,.739,107,6,240,Portland Trail Blazers
.443,.444,20,18,5,14,32,.813,87,5,240,Toronto Raptors
.429,.412,21,15,5,7,34,.920,121,13,315,Dallas Mavericks
.346,.333,13,19,2,12,22,.762,77,5,240,Cleveland Cavaliers
.488,.200,28,19,3,8,29,1.000,91,6,240,Los Angeles Lakers
.356,.318,16,16,7,14,32,.833,84,6,240,Minnesota Timberwolves
.545,.524,21,11,2,6,20,.794,110,7,240,Boston Celtics
.447,.357,19,13,4,15,33,.750,97,3,240,Philadelphia 76ers
.348,.280,17,14,4,15,37,.684,84,4,240,Detroit Pistons
.462,.250,17,15,2,17,26,.667,98,8,240,Orlando Magic
.298,.125,15,6,6,14,24,.739,68,5,240,Charlotte Bobcats
.456,.357,22,13,3,5,28,.625,87,2,240,Cleveland Cavaliers
.500,.429,23,12,1,13,28,.800,110,7,240,Houston Rockets
.493,.278,19,15,3,8,31,.808,98,5,240,Denver Nuggets
.422,.211,23,11,3,7,33,.700,87,8,240,Golden State Warriors
.483,.286,15,22,6,11,24,.816,91,8,240,New Orleans Hornets
.417,.063,12,14,5,10,21,.733,72,7,240,Toronto Raptors
.449,.400,16,17,4,9,35,.882,95,2,240,New Jersey Nets
.410,.300,18,14,4,12,31,.719,97,3,240,Phoenix Suns
.392,.300,18,17,5,13,26,.793,91,7,240,Portland Trail Blazers
.446,.286,22,11,5,14,22,.700,102,4,240,Sacramento Kings
.452,.263,22,10,5,15,33,.852,112,8,240,Milwaukee Bucks
.363,.368,14,13,2,11,32,.778,80,5,240,Detroit Pistons
.420,.300,15,13,7,15,33,.879,109,5,240,Milwaukee Bucks
.357,.125,16,13,2,7,33,.714,72,4,240,Chicago Bulls
.416,.355,25,10,2,9,31,.560,99,8,265,Houston Rockets
.446,.313,15,9,5,12,30,.647,90,11,240,Los Angeles Clippers
.481,.417,18,11,1,10,23,.643,92,12,240,Boston Celtics
.405,.333,18,21,4,11,27,.722,80,4,240,Charlotte Bobcats
.422,.364,26,12,6,11,21,.533,90,7,240,New York Knicks
.446,.474,23,10,5,7,28,.524,94,10,240,Golden State Warriors
.409,.313,20,12,7,17,25,.611,92,8,240,Sacramento Kings
.434,.429,19,12,4,10,19,.833,97,9,240,Los Angeles Lakers
.392,.267,12,12,3,10,33,.895,83,7,240,Dallas Mavericks
.493,.313,17,17,5,8,28,.864,96,6,240,Golden State Warriors
.433,.250,22,10,4,18,32,.760,106,11,265,Indiana Pacers
.372,.250,16,15,0,16,30,.806,89,7,240,Portland Trail Blazers
.403,.360,16,21,5,14,32,.813,84,4,240,Miami Heat
.465,.333,19,15,1,7,34,.733,95,8,240,New Jersey Nets
.463,.423,24,17,7,18,27,.727,107,8,240,Phoenix Suns
.438,.395,21,10,6,15,28,.615,107,6,265,Orlando Magic
.539,.652,23,19,7,5,28,.652,112,13,240,Atlanta Hawks
.438,.133,28,19,8,16,29,.571,88,3,240,Charlotte Bobcats
.373,.261,19,13,2,12,21,.706,74,9,240,Orlando Magic
.377,.308,21,17,6,11,34,.688,73,8,240,Toronto Raptors
.493,.250,22,19,5,8,28,.735,98,6,240,New Orleans Hornets
.366,.333,23,17,12,14,40,.857,106,9,290,Oklahoma City Thunder
.461,.350,17,18,4,7,30,.846,88,9,240,Houston Rockets
.366,.269,18,12,10,9,37,1.000,88,1,240,Minnesota Timberwolves
.420,.227,14,13,4,14,28,.679,98,6,240,Cleveland Cavaliers
.458,.500,16,18,9,15,27,.591,97,8,240,Detroit Pistons
.463,.458,19,17,5,13,23,.727,101,8,240,Cleveland Cavaliers
.447,.286,24,21,3,10,39,.778,86,5,240,Toronto Raptors
.431,.286,15,12,2,7,28,.913,87,3,240,New Jersey Nets
.385,.375,19,14,5,14,24,.818,89,10,240,Portland Trail Blazers
.342,.267,12,22,4,10,25,.826,73,6,240,Charlotte Bobcats
.500,.421,18,14,4,9,26,.700,102,9,240,Los Angeles Clippers
.384,.353,20,24,6,8,36,.571,66,7,240,Miami Heat
.418,.429,18,13,6,9,28,.692,81,6,240,Golden State Warriors
.524,.250,19,12,8,6,28,.741,110,10,240,Sacramento Kings
.405,.217,18,15,3,6,36,.652,88,5,240,Phoenix Suns
.442,.235,18,17,2,11,31,.722,85,10,240,Cleveland Cavaliers
.438,.429,16,9,4,7,27,.688,87,9,240,Indiana Pacers
.444,.375,26,21,11,9,43,.778,85,8,240,Milwaukee Bucks
.486,.440,19,13,3,9,31,.560,93,6,240,Los Angeles Clippers
.494,.417,18,18,13,11,26,.867,101,6,240,Oklahoma City Thunder
.443,.294,18,13,5,6,31,.875,95,3,240,Charlotte Bobcats
.479,.385,19,13,8,12,31,.846,106,5,240,Phoenix Suns
.423,.333,20,16,3,9,31,.783,89,9,240,Dallas Mavericks
.372,.222,17,23,4,11,38,.609,74,11,240,Milwaukee Bucks
.432,.375,20,14,9,8,31,.538,84,5,240,Charlotte Bobcats
.322,.154,8,7,3,13,25,.654,75,4,240,Cleveland Cavaliers
.391,.333,21,10,1,18,28,.813,86,6,240,Philadelphia 76ers
.517,.250,25,15,5,8,34,.750,101,8,240,Golden State Warriors
.397,.333,15,14,5,5,39,.600,77,10,240,New Orleans Hornets
.411,.269,14,13,8,8,26,.600,76,9,240,Orlando Magic
.449,.370,22,13,4,8,21,.632,102,5,240,Minnesota Timberwolves
.451,.467,27,15,3,11,30,.778,96,4,240,Los Angeles Lakers
.301,.333,15,15,2,12,27,.688,67,9,240,New Jersey Nets
.450,.240,24,14,3,6,30,.842,94,8,240,Portland Trail Blazers
.358,.222,11,22,5,7,24,.750,70,7,240,Miami Heat
.356,.250,26,12,10,18,21,.600,84,11,240,Washington Wizards
.494,.231,24,14,5,15,31,.387,91,6,240,Los Angeles Lakers
.520,.462,24,15,2,7,34,.821,107,4,240,Boston Celtics
.405,.353,14,19,5,11,29,.813,87,10,240,Sacramento Kings
.443,.375,21,16,4,10,26,.769,96,12,240,Detroit Pistons
.384,.143,24,18,4,17,27,.800,92,14,240,Memphis Grizzlies
.438,.235,26,13,6,9,34,.913,95,7,240,New Orleans Hornets
.375,.222,19,20,5,16,38,.455,75,9,240,Denver Nuggets
.400,.190,16,18,12,11,33,.773,85,10,240,Phoenix Suns
.500,.444,21,24,2,15,30,.813,106,6,240,Los Angeles Lakers
.363,.353,18,10,8,15,27,.842,88,12,240,Toronto Raptors
.376,.500,20,16,5,8,32,.731,94,8,240,Dallas Mavericks
.377,.412,18,18,5,12,36,.826,84,6,240,Oklahoma City Thunder
.471,.318,23,13,4,7,29,.882,102,12,240,Atlanta Hawks
.446,.357,22,18,4,6,30,.810,88,9,240,Boston Celtics
.398,.269,19,17,5,14,38,.593,89,5,240,Indiana Pacers
.405,.400,23,17,1,11,22,.519,86,7,240,Cleveland Cavaliers
.450,.500,21,18,5,9,27,.706,94,5,240,Golden State Warriors
.500,.438,15,20,7,7,31,.714,95,7,240,Los Angeles Lakers
.360,.188,17,11,4,11,32,.813,80,7,240,Sacramento Kings
.412,.357,19,14,6,16,28,.500,86,7,240,Utah Jazz
.465,.350,18,21,5,7,34,.846,84,4,240,Miami Heat
.360,.346,17,11,0,11,33,.792,92,4,240,Portland Trail Blazers
.381,.269,22,14,5,15,30,.667,89,5,240,Denver Nuggets
.411,.308,20,9,5,10,29,.579,89,2,240,Detroit Pistons
.451,.389,23,14,5,10,27,.760,100,8,240,Toronto Raptors
.330,.176,21,12,6,15,26,.840,82,11,240,Chicago Bulls
.429,.176,19,10,2,15,23,.750,99,13,240,Charlotte Bobcats
.354,.192,19,18,4,16,40,.667,85,12,265,Houston Rockets
.363,.364,19,16,13,16,31,.800,98,15,290,Sacramento Kings
.429,.476,21,16,5,7,26,.769,110,6,240,Los Angeles Clippers
.516,.238,13,13,3,18,29,.650,116,5,240,Denver Nuggets
.470,.375,19,15,0,9,33,.621,102,9,240,Cleveland Cavaliers
.494,.385,17,16,7,9,23,.864,100,11,240,Utah Jazz
.436,.300,20,15,4,7,39,.706,86,7,240,Washington Wizards
.354,.308,19,16,5,13,20,.826,79,5,240,Detroit Pistons
.430,.471,14,18,2,10,31,.800,84,8,240,Philadelphia 76ers
.465,.409,27,20,9,7,30,.909,95,4,240,Oklahoma City Thunder
.429,.263,19,16,10,17,28,.611,94,3,240,Phoenix Suns
.453,.375,18,24,8,8,28,.710,86,8,240,Minnesota Timberwolves
.479,.565,24,13,4,8,21,.722,96,7,240,Brooklyn Nets
.387,.227,13,13,3,23,25,.778,91,5,240,Portland Trail Blazers
.527,.360,23,25,13,9,29,.875,101,7,240,Los Angeles Clippers
.444,.333,20,14,8,11,31,.692,94,8,240,Utah Jazz
.398,.333,22,11,7,10,28,.759,99,11,240,Phoenix Suns
.337,.364,19,13,2,19,35,.846,88,3,240,Philadelphia 76ers
.397,.286,21,13,2,7,31,.857,92,5,240,Golden State Warriors
.342,.300,11,19,7,17,31,.864,79,3,240,Indiana Pacers
.419,.421,23,11,5,11,32,.765,93,4,240,Orlando Magic
.449,.500,26,13,9,8,27,.840,97,6,240,Detroit Pistons
.357,.233,16,17,2,8,29,.840,88,11,240,Toronto Raptors
.412,.308,18,15,7,11,30,.889,86,10,240,Indiana Pacers
.411,.345,25,19,6,10,34,.857,94,8,265,Washington Wizards
.437,.455,26,12,12,15,24,.889,110,4,240,Charlotte Bobcats
.444,.227,21,8,1,10,28,.871,104,7,240,Toronto Raptors
.419,.344,20,16,1,11,28,.619,96,7,240,Cleveland Cavaliers
.369,.242,18,18,2,16,27,.739,87,15,240,Houston Rockets
.411,.348,25,20,4,6,23,.667,84,7,240,San Antonio Spurs
.375,.143,12,19,1,13,27,.588,73,7,240,Brooklyn Nets
.385,.400,22,10,9,16,25,.667,90,10,240,Milwaukee Bucks
.350,.250,17,19,7,12,29,.800,75,6,240,Orlando Magic
.333,.211,18,20,9,11,36,.750,62,8,240,New Orleans Hornets
.493,.364,23,17,6,10,23,.742,103,4,240,Detroit Pistons
.338,.174,11,18,3,15,33,.696,86,10,240,Los Angeles Lakers
.417,.333,22,20,3,12,29,.889,91,6,240,Chicago Bulls
.427,.350,19,13,4,9,22,.633,90,10,240,Portland Trail Blazers
.420,.360,20,13,5,7,29,.750,89,4,240,Atlanta Hawks
.487,.400,31,14,3,7,24,.710,100,7,240,Boston Celtics
.368,.174,19,17,12,14,31,.727,84,5,240,Utah Jazz
.337,.280,12,18,3,13,34,.600,77,5,240,Golden State Warriors
.408,.333,17,20,6,8,33,.933,85,5,240,Houston Rockets
.440,.278,18,13,4,11,26,.882,94,7,240,Indiana Pacers
.482,.333,17,12,9,15,26,.667,99,7,240,Charlotte Bobcats
.407,.286,17,20,3,9,41,.870,94,4,240,Dallas Mavericks
.414,.316,24,15,4,16,25,.727,94,8,240,Detroit Pistons
.429,.364,19,18,6,7,28,.500,68,3,240,Orlando Magic
.481,.429,19,20,4,9,30,.815,105,11,240,Cleveland Cavaliers
.352,.188,18,11,3,15,28,.731,86,11,240,Sacramento Kings
.436,.222,23,20,4,10,26,.864,91,13,240,Washington Wizards
.405,.474,21,19,7,8,35,.800,97,9,265,Dallas Mavericks
.388,.231,23,11,3,13,27,.733,80,7,240,Minnesota Timberwolves
.382,.360,23,14,5,13,41,.609,101,11,290,Golden State Warriors
.400,.350,17,16,9,11,34,.688,82,8,240,Detroit Pistons
.443,.417,26,12,5,5,35,.714,85,5,240,Washington Wizards
.398,.158,20,11,3,16,28,.731,92,7,240,Milwaukee Bucks
.472,.455,23,15,5,12,25,.789,109,14,240,Portland Trail Blazers
.380,.462,20,12,4,7,28,.688,83,6,240,Toronto Raptors
.368,.250,15,10,4,10,27,.765,81,12,240,Phoenix Suns
.357,.077,22,11,4,11,31,.722,74,6,240,Orlando Magic
.417,.360,20,22,9,10,31,.438,76,3,240,Atlanta Hawks
.400,.304,20,11,5,14,25,.786,90,10,240,Sacramento Kings
.380,.267,18,13,6,15,28,.611,86,8,240,Miami Heat
.410,.304,19,12,0,10,26,.696,91,11,240,Cleveland Cavaliers
.459,.333,24,13,1,8,32,.774,95,6,240,Chicago Bulls
.363,.250,16,8,2,7,28,.800,82,7,240,Dallas Mavericks
.398,.353,22,11,7,13,26,.667,90,8,240,Detroit Pistons
.450,.353,25,11,6,11,29,.788,110,5,240,Houston Rockets
.435,.417,22,15,3,4,27,.750,96,13,240,Philadelphia 76ers
.539,.438,26,15,10,9,34,.611,100,2,240,Denver Nuggets
.361,.261,15,20,6,16,31,.808,87,13,240,Portland Trail Blazers
.472,.333,31,17,5,20,32,.767,133,13,315,Toronto Raptors
.437,.214,16,12,0,16,19,.846,101,10,240,Cleveland Cavaliers
.298,.161,18,17,10,18,32,.656,76,5,240,Washington Wizards
.320,.333,14,12,7,14,35,.760,72,8,240,Indiana Pacers
.419,.300,18,17,9,13,35,.636,82,5,240,Los Angeles Lakers
.493,.357,28,20,5,9,33,.588,89,7,240,Orlando Magic
.468,.091,19,13,4,10,23,.684,86,7,240,Sacramento Kings
.402,.467,18,12,6,18,30,.714,93,3,240,Utah Jazz
.481,.481,24,16,4,9,25,.909,101,8,240,Washington Wizards
.436,.304,21,12,4,5,24,.722,88,11,240,Atlanta Hawks
.405,.333,17,10,8,9,29,.952,96,6,240,New Orleans Hornets
.455,.429,22,19,6,11,25,.724,100,11,240,Miami Heat
.375,.250,19,19,4,16,37,.645,85,3,240,Indiana Pacers
.383,.263,20,17,11,19,34,.541,87,7,240,Minnesota Timberwolves
.486,.462,23,15,6,10,30,.808,97,6,240,Oklahoma City Thunder
.298,.313,15,4,4,11,27,.656,76,10,240,Philadelphia 76ers
.400,.286,19,12,6,20,31,.941,106,6,265,Phoenix Suns
.467,.538,17,13,3,12,32,.800,97,8,240,Boston Celtics
.420,.300,19,13,7,21,27,.684,93,6,240,Denver Nuggets
.437,.276,21,10,7,13,35,.762,100,4,240,San Antonio Spurs
.537,.250,21,14,4,6,24,.800,106,8,240,Detroit Pistons
.370,.154,16,11,5,8,36,.840,83,3,240,Dallas Mavericks
.489,.357,27,15,8,12,26,.467,102,8,240,Phoenix Suns
.514,.263,18,13,6,10,24,.762,95,7,240,New York Knicks
.430,.389,19,12,12,11,23,.793,98,6,240,Minnesota Timberwolves
.423,.583,23,11,4,15,25,.786,95,7,240,New Orleans Hornets
.444,.318,23,11,6,10,30,.778,93,8,240,Utah Jazz
.466,.360,24,18,3,16,31,.839,117,9,265,Houston Rockets
.459,.400,25,14,0,10,27,.714,96,11,240,Sacramento Kings
.429,.364,22,15,4,9,26,.677,89,7,240,Toronto Raptors
.376,.308,17,16,5,15,31,.679,87,7,240,Charlotte Bobcats
.375,.320,21,11,4,13,25,.750,95,12,240,Cleveland Cavaliers
.337,.143,18,15,4,21,24,.818,80,7,240,Chicago Bulls
.532,.476,32,19,2,8,28,.955,113,4,240,New Orleans Hornets
.430,.278,16,16,3,9,29,.714,88,13,240,Phoenix Suns
.500,.364,19,21,2,12,27,.692,100,8,240,Denver Nuggets
.365,.313,18,15,6,16,28,.750,76,10,240,Washington Wizards
.451,.235,12,17,0,7,23,.789,83,7,240,Boston Celtics
.489,.391,30,15,1,11,31,.611,108,8,240,Houston Rockets
.394,.400,21,19,7,9,38,.667,76,4,240,Indiana Pacers
.524,.313,23,13,4,8,27,.818,109,8,240,Golden State Warriors
.357,.250,14,15,4,18,30,.933,79,6,240,Cleveland Cavaliers
.493,.250,25,19,3,6,29,.889,94,9,240,Chicago Bulls
.463,.333,13,17,4,15,27,.526,90,6,240,Sacramento Kings
.400,.308,18,15,1,8,32,.857,86,2,240,Orlando Magic
.378,.200,17,19,5,11,44,.571,72,6,240,Orlando Magic
.473,.125,26,14,12,9,30,.727,98,5,240,Milwaukee Bucks
.430,.476,24,16,11,7,36,.708,101,12,265,Dallas Mavericks
.462,.353,23,17,4,12,21,.824,92,10,240,Memphis Grizzlies
.354,.300,16,13,3,13,29,.821,87,7,240,San Antonio Spurs
.349,.333,18,14,9,15,34,.774,91,4,240,Houston Rockets
.356,.235,13,10,2,14,22,.742,89,10,240,Washington Wizards
.415,.304,24,13,3,14,32,.714,90,7,240,Brooklyn Nets
.420,.444,16,13,3,5,31,.667,80,2,240,New Orleans Hornets
.451,.250,28,11,5,12,36,.690,98,2,240,Toronto Raptors
.427,.350,20,20,6,19,39,.708,100,8,265,Washington Wizards
.532,.375,21,12,5,1,24,.882,100,9,240,Boston Celtics
.463,.391,23,14,8,9,27,.700,97,5,240,Toronto Raptors
.360,.235,18,7,11,11,28,.773,83,12,240,Philadelphia 76ers
.506,.484,25,14,2,5,32,.818,111,10,240,New York Knicks
.458,.261,26,8,6,14,21,.733,93,7,240,Brooklyn Nets
.400,.125,20,14,7,16,32,.579,89,11,240,Chicago Bulls
.424,.600,17,9,7,16,32,.852,107,3,265,New Orleans Hornets
.422,.172,18,11,3,16,31,.750,106,9,265,Milwaukee Bucks
.382,.357,19,15,4,17,28,.640,94,11,240,Minnesota Timberwolves
.430,.350,19,14,5,17,28,.727,111,16,265,Los Angeles Clippers
.329,.176,15,14,2,13,35,.682,74,5,240,Detroit Pistons
.403,.263,14,20,2,13,19,.769,87,7,240,Portland Trail Blazers
.446,.462,16,20,4,6,27,.692,97,6,240,Los Angeles Lakers
.468,.250,22,16,7,8,32,.833,100,6,240,Oklahoma City Thunder
.403,.235,15,18,7,17,28,.636,76,8,240,Los Angeles Clippers
.373,.364,17,13,9,7,29,.808,91,16,240,Charlotte Bobcats
.438,.412,22,14,5,8,37,.778,91,8,240,Golden State Warriors
.410,.333,20,11,6,9,28,.800,90,6,240,Toronto Raptors
.430,.436,22,15,9,6,24,.857,103,8,240,New York Knicks
.413,.438,27,13,5,19,30,.667,97,1,240,Indiana Pacers
.446,.444,19,18,5,11,17,.833,98,6,240,Los Angeles Lakers
.425,.308,19,13,1,17,21,.733,104,8,240,Cleveland Cavaliers
.513,.500,27,18,6,6,35,.833,108,8,265,New Orleans Hornets
.410,.167,15,14,2,17,30,.757,95,10,240,Minnesota Timberwolves
.500,.588,21,13,3,6,25,.750,102,5,240,Sacramento Kings
.427,.421,19,14,3,7,30,.840,93,13,240,Los Angeles Clippers
.370,.357,22,15,6,9,30,.550,89,9,240,Dallas Mavericks
.384,.185,25,10,3,11,28,.737,85,8,240,Minnesota Timberwolves
.443,.452,21,10,0,10,22,.727,108,9,240,Cleveland Cavaliers
.432,.176,20,9,10,10,30,.700,86,10,240,Milwaukee Bucks
.495,.350,31,15,4,12,31,.706,109,7,265,Philadelphia 76ers
.405,.440,23,17,4,17,21,.733,97,11,240,Utah Jazz
.366,.222,21,19,5,18,35,.821,106,11,290,Washington Wizards
.436,.412,22,16,6,9,25,.769,85,8,240,Portland Trail Blazers
.388,.462,23,14,6,15,25,.600,84,6,240,New Orleans Hornets
.474,.450,20,19,4,10,28,.773,100,6,240,Detroit Pistons
.456,.423,20,18,8,10,32,.895,110,9,265,Orlando Magic
.470,.364,24,12,5,9,32,.950,101,3,240,Phoenix Suns
.364,.250,21,12,8,17,44,.833,106,6,290,Toronto Raptors
.388,.286,14,14,2,17,33,.708,89,9,265,New York Knicks
.438,.455,21,15,6,14,26,.895,92,8,240,Chicago Bulls
.424,.316,23,11,9,17,25,.742,101,10,240,Portland Trail Blazers
.468,.486,26,14,5,8,24,.545,98,11,240,Los Angeles Clippers
.408,.250,12,16,5,14,27,.800,78,10,240,Cleveland Cavaliers
.291,.273,12,11,4,11,26,.773,69,9,240,Charlotte Bobcats
.548,.357,22,17,5,13,25,.563,103,6,240,Denver Nuggets
