twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.372,.400,19,14,5,14,37,.875,83,8,240,Toronto Raptors,52f30bb71b34326811678e5b
.423,.600,20,16,8,18,42,.630,92,5,240,Chicago Bulls,52f30bb81b34326811678e5c
.500,.556,24,13,7,13,33,.828,109,6,240,Utah Jazz,52f30bb91b34326811678e5d
.455,.407,33,15,8,12,35,.800,119,9,265,Denver Nuggets,52f30bb91b34326811678e5e
.398,.350,24,13,6,12,35,.870,97,4,240,Milwaukee Bucks,52f30bba1b34326811678e5f
.400,.393,19,11,3,14,29,.741,95,2,240,Minnesota Timberwolves,52f30bbb1b34326811678e60
.382,.296,13,15,7,14,31,.879,95,4,240,Oklahoma City Thunder,52f30bbc1b34326811678e61
.431,.273,19,11,5,8,35,.750,86,8,240,Portland Trail Blazers,52f30bbd1b34326811678e62
.443,.321,25,12,3,12,31,.464,92,3,240,Orlando Magic,52f30bbd1b34326811678e63
.542,.652,27,14,4,10,37,.938,120,7,240,Golden State Warriors,52f30bbe1b34326811678e64
.432,.286,26,13,2,4,34,.742,97,10,265,Boston Celtics,52f30bbf1b34326811678e65
.475,.400,25,12,8,13,33,.741,100,8,240,Charlotte Bobcats,52f30bbf1b34326811678e66
.388,.269,14,13,6,10,36,.867,95,9,240,Dallas Mavericks,52f30bc01b34326811678e67
.398,.300,17,7,1,14,34,.917,88,4,265,Detroit Pistons,52f30bc11b34326811678e68
.458,.421,23,13,5,14,31,.773,101,5,240,Atlanta Hawks,52f30bc21b34326811678e69
.584,.588,30,17,2,7,36,.889,108,6,240,Miami Heat,52f30bc31b34326811678e6a
.448,.143,23,12,3,16,27,.833,99,10,240,Utah Jazz,52f30bc41b34326811678e6b
.451,.304,23,13,1,5,31,.826,100,11,240,Cleveland Cavaliers,52f30bc51b34326811678e6c
.525,.368,33,13,5,9,38,.905,110,11,240,Memphis Grizzlies,52f30bc51b34326811678e6d
.438,.000,16,14,7,13,28,.760,89,16,240,Miami Heat,52f30bc61b34326811678e6e
.518,.313,26,17,7,16,27,.882,106,6,240,Chicago Bulls,52f30bc71b34326811678e6f
.474,.565,23,12,1,15,32,.731,106,5,240,Minnesota Timberwolves,52f30bc81b34326811678e70
.458,.400,24,18,3,9,25,.806,101,10,240,New Jersey Nets,52f30bc81b34326811678e71
.440,.308,18,13,10,15,29,.844,115,11,240,Oklahoma City Thunder,52f30bc91b34326811678e72
.483,.353,24,8,4,16,38,.733,103,8,240,Philadelphia 76ers,52f30bca1b34326811678e73
.500,.348,20,13,2,8,21,.652,99,13,240,Sacramento Kings,52f30bcb1b34326811678e74
.541,.368,21,17,2,10,37,.760,118,8,240,San Antonio Spurs,52f30bcc1b34326811678e75
.592,.500,31,15,5,6,30,.833,116,8,240,Toronto Raptors,52f30bcc1b34326811678e76
.467,.269,24,13,7,17,34,.684,106,7,240,Washington Wizards,52f30bcd1b34326811678e77
.421,.423,17,15,4,17,32,.774,99,3,240,Orlando Magic,52f30bce1b34326811678e78
.487,.214,23,10,6,8,34,.704,96,5,240,Phoenix Suns,52f30bcf1b34326811678e79
.477,.444,27,7,3,9,23,.706,104,14,240,Boston Celtics,52f30bcf1b34326811678e7a
.361,.182,17,13,8,18,38,.731,83,4,240,New Jersey Nets,52f30bd01b34326811678e7b
.562,.261,33,12,6,11,24,.688,110,9,240,Denver Nuggets,52f30bd11b34326811678e7c
.559,.125,23,20,4,8,29,.600,86,3,240,Detroit Pistons,52f30bd21b34326811678e7d
.484,.500,30,15,5,17,23,.762,119,8,240,Milwaukee Bucks,52f30bd21b34326811678e7e
.476,.333,22,17,8,17,28,.778,105,5,240,Los Angeles Lakers,52f30bd31b34326811678e7f
.418,.294,19,13,3,21,30,.625,96,13,240,Cleveland Cavaliers,52f30bd41b34326811678e80
.526,.429,26,13,5,10,36,.704,104,8,240,Philadelphia 76ers,52f30bd51b34326811678e81
.506,.407,25,14,6,10,24,1.000,110,8,240,Sacramento Kings,52f30bd51b34326811678e82
.512,.519,20,7,0,9,32,.833,120,7,240,Los Angeles Clippers,52f30bd61b34326811678e83
.558,.389,31,14,6,14,28,.750,111,8,240,Chicago Bulls,52f30bd71b34326811678e84
.527,.333,22,13,4,7,32,.800,105,10,240,Detroit Pistons,52f30bd81b34326811678e85
.541,.400,23,16,2,3,41,.840,111,17,240,Golden State Warriors,52f30bd81b34326811678e86
.467,.231,17,20,9,16,35,.645,93,8,265,Miami Heat,52f30bd91b34326811678e87
.459,.429,28,12,3,8,28,.875,95,7,240,New Orleans Hornets,52f30bda1b34326811678e88
.561,.563,28,9,6,10,25,.786,112,2,240,Houston Rockets,52f30bdb1b34326811678e89
.630,.435,27,14,13,6,33,.769,122,8,240,Oklahoma City Thunder,52f30bdd1b34326811678e8a
.477,.364,24,16,6,16,36,.800,98,4,240,Phoenix Suns,52f30bdd1b34326811678e8b
.513,.235,19,7,5,9,32,.963,110,4,240,Portland Trail Blazers,52f30bde1b34326811678e8c
.476,.550,25,13,4,10,31,.806,118,6,240,Cleveland Cavaliers,52f30bdf1b34326811678e8d
.507,.333,23,21,9,8,25,.652,94,10,240,Memphis Grizzlies,52f30be01b34326811678e8e
.514,.533,22,17,6,6,31,.810,97,6,240,Golden State Warriors,52f30be11b34326811678e8f
.507,.500,25,17,3,8,34,.654,97,8,240,Los Angeles Lakers,52f30be21b34326811678e90
.506,.556,18,14,5,7,35,.808,106,12,240,Philadelphia 76ers,52f30be31b34326811678e91
.468,.370,22,13,4,10,30,.767,107,7,240,Orlando Magic,52f30be41b34326811678e92
.512,.333,23,15,5,11,34,.652,106,14,240,Atlanta Hawks,52f30be51b34326811678e93
.479,.333,26,11,4,8,28,.829,105,6,240,Milwaukee Bucks,52f30be61b34326811678e94
.430,.357,25,12,5,22,34,.679,104,7,240,Chicago Bulls,52f30be71b34326811678e95
.493,.385,24,14,5,6,25,.852,94,8,240,Boston Celtics,52f30be81b34326811678e96
.467,.400,32,12,2,9,30,.818,105,8,240,Milwaukee Bucks,52f30be91b34326811678e97
.430,.000,16,17,7,11,36,.714,73,10,240,Charlotte Bobcats,52f30be91b34326811678e98
.562,.636,30,11,3,12,27,.619,127,4,240,Minnesota Timberwolves,52f30bea1b34326811678e99
.540,.364,30,10,2,12,34,.526,112,6,240,San Antonio Spurs,52f30beb1b34326811678e9a
.542,.636,24,15,2,7,31,.769,105,10,240,Utah Jazz,52f30bec1b34326811678e9b
.500,.421,25,14,9,14,31,.667,96,3,240,Toronto Raptors,52f30bed1b34326811678e9c
.506,.273,22,11,3,11,40,.867,107,8,240,Dallas Mavericks,52f30bee1b34326811678e9d
.517,.350,30,13,4,9,34,.808,118,6,265,Denver Nuggets,52f30bef1b34326811678e9e
.488,.364,24,12,1,9,41,.533,92,11,240,Indiana Pacers,52f30bf01b34326811678e9f
.494,.300,24,18,5,6,45,.824,116,4,290,Los Angeles Lakers,52f30bf11b34326811678ea0
.461,.417,25,11,6,11,26,.857,104,7,240,Houston Rockets,52f30bf21b34326811678ea1
.493,.393,19,22,2,11,35,.568,104,14,265,Orlando Magic,52f30bf31b34326811678ea2
.505,.500,20,7,6,9,36,.733,115,9,240,Golden State Warriors,52f30bf41b34326811678ea3
.468,.526,20,15,8,14,36,.923,106,3,240,Chicago Bulls,52f30bf41b34326811678ea4
.513,.462,32,17,3,10,27,.905,105,11,240,Boston Celtics,52f30bf61b34326811678ea5
.536,.667,27,18,5,10,36,.647,107,9,240,Houston Rockets,52f30bf61b34326811678ea6
.566,.412,23,7,6,9,28,.818,111,4,240,Indiana Pacers,52f30bf71b34326811678ea7
.543,.500,20,11,5,7,29,.588,96,11,240,Los Angeles Clippers,52f30bf81b34326811678ea8
.535,.304,38,15,6,16,33,.762,115,10,240,Milwaukee Bucks,52f30bf91b34326811678ea9
.481,.412,20,14,6,12,36,.882,98,9,240,New Jersey Nets,52f30bfa1b34326811678eaa
.451,.263,24,19,3,11,33,.800,107,12,265,Los Angeles Lakers,52f30bfb1b34326811678eab
.538,.500,35,19,0,11,31,.615,121,12,240,New York Knicks,52f30bfc1b34326811678eac
.564,.474,29,12,6,3,31,.719,120,8,240,Phoenix Suns,52f30bfc1b34326811678ead
.581,.615,29,10,2,10,27,.800,124,6,240,Detroit Pistons,52f30bfd1b34326811678eae
.518,.500,27,6,3,11,34,.852,122,2,240,San Antonio Spurs,52f30bfe1b34326811678eaf
.452,.360,20,12,8,13,33,.762,101,6,240,Dallas Mavericks,52f30bff1b34326811678eb0
.456,.480,22,13,9,8,31,.792,103,7,240,Oklahoma City Thunder,52f30c001b34326811678eb1
.410,.375,19,9,6,10,27,.783,91,7,240,Phoenix Suns,52f30c011b34326811678eb2
.520,.333,20,14,8,7,31,.882,99,7,240,Washington Wizards,52f30c011b34326811678eb3
.417,.385,22,11,6,17,38,.741,111,13,265,Utah Jazz,52f30c021b34326811678eb4
.482,.444,30,10,4,9,25,.769,102,13,240,Atlanta Hawks,52f30c031b34326811678eb5
.494,.524,17,8,3,9,26,.917,100,3,240,Portland Trail Blazers,52f30c041b34326811678eb6
.484,.455,33,8,4,16,38,.909,120,12,240,Milwaukee Bucks,52f30c051b34326811678eb7
.413,.455,21,13,12,11,36,.778,97,7,240,Los Angeles Lakers,52f30c061b34326811678eb8
.481,.467,19,22,6,9,30,.763,114,9,265,Toronto Raptors,52f30c071b34326811678eb9
.506,.440,22,11,7,10,34,.786,115,12,240,New York Knicks,52f30c081b34326811678eba
.517,.474,16,17,8,15,34,.600,114,12,240,San Antonio Spurs,52f30c081b34326811678ebb
.507,.276,24,18,6,4,37,.714,86,8,240,Orlando Magic,52f30c091b34326811678ebc
.473,.333,25,16,7,6,36,.526,84,10,240,Miami Heat,52f30c0a1b34326811678ebd
.494,.500,32,13,6,14,26,.773,109,6,240,Phoenix Suns,52f30c0b1b34326811678ebe
.535,.429,29,14,3,9,36,.905,120,12,240,Sacramento Kings,52f30c0c1b34326811678ebf
.507,.444,25,17,1,7,21,.912,107,7,240,Charlotte Bobcats,52f30c0d1b34326811678ec0
.403,.286,15,14,8,17,36,.677,89,6,240,Chicago Bulls,52f30c0e1b34326811678ec1
.468,.458,21,11,2,9,39,.840,106,5,240,Dallas Mavericks,52f30c0f1b34326811678ec2
.459,.350,26,19,4,14,32,.742,98,10,240,Denver Nuggets,52f30c101b34326811678ec3
.416,.292,16,11,7,14,32,.775,102,8,240,New York Knicks,52f30c101b34326811678ec4
.407,.261,18,11,4,19,26,.704,95,10,240,Los Angeles Clippers,52f30c111b34326811678ec5
.506,.500,29,12,4,11,31,.923,102,6,240,New Orleans Hornets,52f30c121b34326811678ec6
.416,.154,20,15,7,20,45,.813,99,8,265,Utah Jazz,52f30c131b34326811678ec7
.506,.444,22,11,7,9,32,.750,103,5,240,Atlanta Hawks,52f30c141b34326811678ec8
.402,.200,23,10,4,10,30,.684,87,12,265,Los Angeles Clippers,52f30c151b34326811678ec9
.473,.200,28,13,4,10,31,.682,103,12,240,Utah Jazz,52f30c151b34326811678eca
.400,.286,18,14,3,20,33,.730,97,12,240,Memphis Grizzlies,52f30c161b34326811678ecb
.459,.250,19,13,7,8,34,.778,91,8,240,Miami Heat,52f30c171b34326811678ecc
.554,.611,24,15,8,10,33,.643,111,8,240,Oklahoma City Thunder,52f30c181b34326811678ecd
.471,.350,25,9,6,10,29,.632,99,9,240,Phoenix Suns,52f30c191b34326811678ece
.458,.286,21,11,4,11,31,.905,115,11,240,Sacramento Kings,52f30c1a1b34326811678ecf
.392,.375,21,16,6,6,34,.882,79,9,240,Boston Celtics,52f30c1b1b34326811678ed0
.535,.455,26,10,6,15,36,.889,105,5,240,Philadelphia 76ers,52f30c1b1b34326811678ed1
.536,.400,33,14,4,5,40,.800,112,11,240,Dallas Mavericks,52f30c1c1b34326811678ed2
.473,.429,24,16,5,9,39,.783,97,5,240,Minnesota Timberwolves,52f30c1d1b34326811678ed3
.461,.333,21,11,3,21,34,.667,105,6,240,Cleveland Cavaliers,52f30c1e1b34326811678ed4
.443,.389,19,14,3,11,37,.727,85,10,240,Chicago Bulls,52f30c1f1b34326811678ed5
.488,.450,24,17,5,16,24,.741,107,9,240,Houston Rockets,52f30c1f1b34326811678ed6
.486,.571,19,11,7,11,29,.923,102,2,240,Indiana Pacers,52f30c201b34326811678ed7
.474,.111,24,12,8,13,28,.743,99,13,240,Miami Heat,52f30c211b34326811678ed8
.481,.313,23,11,5,16,30,.697,106,12,240,New York Knicks,52f30c221b34326811678ed9
.578,.524,35,13,6,6,29,.692,116,10,240,Milwaukee Bucks,52f30c231b34326811678eda
.534,.235,28,13,6,13,34,.656,119,11,240,Sacramento Kings,52f30c241b34326811678edb
.475,.500,19,15,7,12,31,.727,97,8,240,Utah Jazz,52f30c251b34326811678edc
.398,.400,23,7,6,11,27,.875,103,12,265,Atlanta Hawks,52f30c251b34326811678edd
.584,.500,25,14,5,9,37,.769,109,4,240,Los Angeles Lakers,52f30c261b34326811678ede
.582,.529,28,20,6,11,36,.682,116,5,240,Denver Nuggets,52f30c271b34326811678edf
.482,.353,17,12,5,14,32,.759,108,10,240,Washington Wizards,52f30c281b34326811678ee0
.438,.483,27,9,10,8,25,.900,101,8,240,Golden State Warriors,52f30c291b34326811678ee1
.538,.409,20,16,9,14,35,.955,114,6,240,Oklahoma City Thunder,52f30c2a1b34326811678ee2
.470,.478,23,17,4,14,29,.667,103,6,240,Orlando Magic,52f30c2a1b34326811678ee3
.367,.154,12,12,4,14,33,.786,82,6,240,New York Knicks,52f30c2b1b34326811678ee4
.474,.368,29,14,3,17,39,.760,116,10,240,San Antonio Spurs,52f30c2c1b34326811678ee5
.439,.438,20,14,5,12,37,.652,94,5,240,Chicago Bulls,52f30c2d1b34326811678ee6
.471,.353,23,15,6,14,34,.852,109,8,240,Houston Rockets,52f30c2e1b34326811678ee7
.483,.412,30,12,11,6,41,.700,100,13,240,Boston Celtics,52f30c2f1b34326811678ee8
.576,.400,21,20,8,6,33,.794,97,4,240,New Orleans Hornets,52f30c2f1b34326811678ee9
.425,.400,22,16,6,8,30,1.000,97,6,240,Portland Trail Blazers,52f30c301b34326811678eea
.473,.176,23,15,14,11,34,.824,103,4,240,Utah Jazz,52f30c311b34326811678eeb
.419,.222,17,16,3,14,26,.679,85,13,240,Indiana Pacers,52f30c321b34326811678eec
.468,.333,19,8,4,5,33,.700,93,4,240,Atlanta Hawks,52f30c331b34326811678eed
.533,.308,31,9,6,13,34,.571,112,5,240,Milwaukee Bucks,52f30c341b34326811678eee
.442,.125,24,16,4,9,36,.900,88,15,240,Miami Heat,52f30c341b34326811678eef
.488,.294,22,10,2,14,23,.703,113,6,240,Phoenix Suns,52f30c351b34326811678ef0
.471,.316,33,14,5,17,36,.654,103,6,240,Los Angeles Lakers,52f30c361b34326811678ef1
.531,.370,24,12,7,11,39,.950,149,12,290,Oklahoma City Thunder,52f30c371b34326811678ef2
.468,.343,24,18,7,12,35,.583,93,10,240,Orlando Magic,52f30c381b34326811678ef3
.446,.300,24,8,4,14,32,.778,99,7,240,Philadelphia 76ers,52f30c391b34326811678ef4
.489,.360,28,13,7,12,42,.818,104,6,240,San Antonio Spurs,52f30c391b34326811678ef5
.458,.077,22,17,6,12,34,.731,96,7,240,Toronto Raptors,52f30c3a1b34326811678ef6
.593,.467,32,14,8,11,27,.621,121,10,240,Utah Jazz,52f30c3b1b34326811678ef7
.398,.130,23,9,8,21,23,.654,102,12,265,Chicago Bulls,52f30c3c1b34326811678ef8
.489,.333,30,12,5,8,31,.857,111,5,240,Golden State Warriors,52f30c3d1b34326811678ef9
.463,.273,17,7,15,5,33,.875,101,3,265,Dallas Mavericks,52f30c3d1b34326811678efa
.500,.313,24,11,4,9,27,.727,101,8,240,Los Angeles Clippers,52f30c3e1b34326811678efb
.512,.583,19,10,5,14,35,.821,125,9,240,Indiana Pacers,52f30c3f1b34326811678efc
.443,.313,24,14,2,16,30,.864,102,9,240,New Jersey Nets,52f30c401b34326811678efd
.400,.105,17,7,6,16,26,.882,89,9,240,San Antonio Spurs,52f30c411b34326811678efe
.487,.300,20,22,5,18,36,.633,101,13,240,New York Knicks,52f30c421b34326811678eff
.487,.304,22,11,3,10,31,.667,95,5,240,Atlanta Hawks,52f30c421b34326811678f00
.449,.316,29,11,6,15,49,.787,139,5,340,Atlanta Hawks,52f30c431b34326811678f01
.486,.300,24,15,4,2,37,.944,88,9,240,Boston Celtics,52f30c441b34326811678f02
.512,.353,31,11,6,13,26,.692,108,11,240,Phoenix Suns,52f30c451b34326811678f03
.512,.462,25,13,7,14,28,.800,102,9,240,Memphis Grizzlies,52f30c461b34326811678f04
.455,.343,25,9,5,18,24,1.000,117,6,240,Minnesota Timberwolves,52f30c461b34326811678f05
.527,.545,26,16,3,8,28,.826,103,13,240,Oklahoma City Thunder,52f30c471b34326811678f06
.365,.333,20,7,8,13,29,.667,90,8,240,Portland Trail Blazers,52f30c481b34326811678f07
.457,.250,21,18,6,8,38,.667,93,15,240,San Antonio Spurs,52f30c491b34326811678f08
.452,.167,21,9,8,8,29,.756,102,8,240,Boston Celtics,52f30c4a1b34326811678f09
.500,.500,24,9,7,14,31,.750,108,10,240,Denver Nuggets,52f30c4a1b34326811678f0a
.483,.200,27,19,9,13,36,.852,113,6,265,Houston Rockets,52f30c4b1b34326811678f0b
.457,.556,20,14,4,14,35,.750,105,8,240,Indiana Pacers,52f30c4c1b34326811678f0c
.500,.308,25,14,4,6,17,.714,97,14,240,Los Angeles Clippers,52f30c4d1b34326811678f0d
.519,.357,29,18,2,13,36,.889,105,10,240,Utah Jazz,52f30c4e1b34326811678f0e
.351,.226,16,23,2,13,41,.857,89,9,240,New York Knicks,52f30c4e1b34326811678f0f
.543,.441,26,9,5,8,28,.737,117,8,240,Orlando Magic,52f30c4f1b34326811678f10
.368,.231,12,18,5,15,34,.741,79,8,240,Detroit Pistons,52f30c501b34326811678f11
.466,.316,18,13,2,3,40,.800,90,7,240,Dallas Mavericks,52f30c511b34326811678f12
.419,.250,23,11,5,17,35,.794,104,3,240,Los Angeles Lakers,52f30c521b34326811678f13
.425,.000,16,15,9,14,35,.893,93,9,240,Memphis Grizzlies,52f30c531b34326811678f14
.500,.455,29,11,7,10,26,.938,108,10,240,Milwaukee Bucks,52f30c541b34326811678f15
.489,.526,25,11,6,9,34,.600,103,8,240,Philadelphia 76ers,52f30c541b34326811678f16
.489,.222,24,9,0,15,33,.846,107,6,240,San Antonio Spurs,52f30c551b34326811678f17
.570,.353,16,14,8,9,34,.813,109,7,240,Oklahoma City Thunder,52f30c561b34326811678f18
.469,.563,26,7,5,13,32,.650,98,5,240,Chicago Bulls,52f30c571b34326811678f19
.468,.267,24,11,7,4,34,.857,94,6,240,Boston Celtics,52f30c581b34326811678f1a
.407,.381,22,13,3,13,37,.700,88,3,240,Minnesota Timberwolves,52f30c591b34326811678f1b
.422,.467,18,10,11,13,36,.625,87,7,240,Detroit Pistons,52f30c5a1b34326811678f1c
.544,.636,26,9,3,11,28,.643,102,8,240,New Orleans Hornets,52f30c5a1b34326811678f1d
.500,.368,26,12,5,13,35,.609,103,6,240,Los Angeles Clippers,52f30c5b1b34326811678f1e
.488,.438,24,13,4,13,30,.867,100,11,240,New Jersey Nets,52f30c5c1b34326811678f1f
.506,.353,24,11,4,16,33,.833,108,7,240,New York Knicks,52f30c5d1b34326811678f20
.538,.500,28,15,2,12,30,.750,117,8,240,San Antonio Spurs,52f30c5e1b34326811678f21
.407,.545,25,10,5,17,32,.697,105,5,240,Toronto Raptors,52f30c5e1b34326811678f22
.392,.375,19,7,6,10,30,.781,93,9,240,Indiana Pacers,52f30c5f1b34326811678f23
.462,.417,18,10,12,19,29,.765,102,5,240,Oklahoma City Thunder,52f30c601b34326811678f24
.488,.294,22,12,5,11,33,.852,106,10,240,Miami Heat,52f30c611b34326811678f25
.488,.429,26,9,8,10,23,.692,99,8,240,Portland Trail Blazers,52f30c621b34326811678f26
.507,.211,18,17,6,9,31,.846,100,11,240,Atlanta Hawks,52f30c621b34326811678f27
.521,.118,29,25,7,9,40,.724,99,4,240,Denver Nuggets,52f30c631b34326811678f28
.427,.167,22,15,10,20,33,.810,83,6,240,Chicago Bulls,52f30c641b34326811678f29
.568,.625,32,6,3,11,41,.611,121,9,240,Milwaukee Bucks,52f30c651b34326811678f2a
.432,.400,28,17,5,14,30,.800,102,14,240,New Jersey Nets,52f30c661b34326811678f2b
.521,.500,18,16,9,7,35,.750,98,5,240,Houston Rockets,52f30c671b34326811678f2c
.520,.381,26,12,6,7,24,.632,98,7,240,Los Angeles Clippers,52f30c681b34326811678f2d
.489,.333,29,9,3,13,32,.727,100,9,240,Boston Celtics,52f30c681b34326811678f2e
.475,.318,21,9,3,5,32,.810,100,9,240,Dallas Mavericks,52f30c691b34326811678f2f
.571,.357,26,8,5,11,19,.833,113,11,240,Miami Heat,52f30c6a1b34326811678f30
.433,.250,16,11,10,16,32,.688,104,7,240,Sacramento Kings,52f30c6b1b34326811678f31
.483,.412,26,13,7,12,40,1.000,97,5,240,Washington Wizards,52f30c6c1b34326811678f32
.517,.400,19,16,4,15,31,.727,110,8,265,Detroit Pistons,52f30c6d1b34326811678f33
.542,.476,23,12,5,5,30,.708,105,6,240,Los Angeles Clippers,52f30c6d1b34326811678f34
.416,.318,28,14,5,12,35,.773,88,5,240,Los Angeles Lakers,52f30c6e1b34326811678f35
.420,.267,15,17,5,18,40,.750,99,6,240,Memphis Grizzlies,52f30c6f1b34326811678f36
.395,.321,14,17,5,17,30,.688,91,13,240,New York Knicks,52f30c701b34326811678f37
.481,.500,25,11,4,9,32,.789,95,4,240,Philadelphia 76ers,52f30c711b34326811678f38
.467,.357,30,19,7,16,32,.750,111,12,240,New Jersey Nets,52f30c721b34326811678f39
.500,.474,22,10,5,10,30,.818,112,8,240,San Antonio Spurs,52f30c721b34326811678f3a
.471,.385,21,15,3,5,44,.909,91,7,240,Boston Celtics,52f30c731b34326811678f3b
.446,.400,23,15,10,14,40,.857,104,4,265,Indiana Pacers,52f30c741b34326811678f3c
.537,.526,31,15,7,15,35,.710,120,4,240,Los Angeles Lakers,52f30c751b34326811678f3d
.486,.444,20,13,9,3,37,.941,92,6,240,Oklahoma City Thunder,52f30c761b34326811678f3e
.556,.421,21,17,3,7,31,.762,104,5,240,Denver Nuggets,52f30c771b34326811678f3f
.493,.200,21,19,4,9,34,.905,92,6,240,Phoenix Suns,52f30c771b34326811678f40
.523,.321,22,10,4,13,31,.900,119,3,240,Portland Trail Blazers,52f30c791b34326811678f41
.481,.235,22,10,3,12,31,.913,99,8,240,Toronto Raptors,52f30c791b34326811678f42
.472,.308,23,8,5,13,25,.786,99,11,240,Houston Rockets,52f30c7a1b34326811678f43
.470,.344,16,10,2,13,36,.417,94,10,240,Los Angeles Clippers,52f30c7b1b34326811678f44
.391,.250,12,8,1,14,29,.917,94,9,240,Memphis Grizzlies,52f30c7c1b34326811678f45
.488,.267,23,13,1,12,30,.762,102,9,240,Utah Jazz,52f30c7d1b34326811678f46
.506,.304,22,11,5,13,33,.821,116,8,240,Sacramento Kings,52f30c7e1b34326811678f47
.518,.400,25,19,2,15,33,.759,112,7,240,Milwaukee Bucks,52f30c7e1b34326811678f48
.593,.478,31,13,5,12,34,.857,125,10,240,San Antonio Spurs,52f30c7f1b34326811678f49
.566,.273,25,14,5,12,33,.684,102,6,240,Detroit Pistons,52f30c801b34326811678f4a
.477,.261,18,8,4,16,29,.774,112,8,240,Indiana Pacers,52f30c811b34326811678f4b
.481,.318,27,16,1,11,39,1.000,91,4,240,Los Angeles Lakers,52f30c821b34326811678f4c
.463,.529,20,13,9,11,30,.625,98,9,240,Memphis Grizzlies,52f30c831b34326811678f4d
.467,.231,15,17,6,11,32,.813,99,13,240,Miami Heat,52f30c831b34326811678f4e
.444,.227,23,13,9,13,34,.857,109,5,240,Phoenix Suns,52f30c841b34326811678f4f
.461,.389,25,10,3,10,28,.682,92,7,240,Toronto Raptors,52f30c851b34326811678f50
.566,.474,32,6,1,6,33,.895,120,7,240,Atlanta Hawks,52f30c861b34326811678f51
.419,.250,17,17,4,12,41,.727,87,7,240,San Antonio Spurs,52f30c871b34326811678f52
.500,.267,19,12,8,9,36,.688,95,7,240,Dallas Mavericks,52f30c881b34326811678f53
.518,.375,25,11,8,12,32,.700,113,5,240,Los Angeles Lakers,52f30c891b34326811678f54
.373,.417,16,13,8,8,25,.897,98,13,240,Miami Heat,52f30c8a1b34326811678f55
.571,.182,21,16,5,11,30,.529,107,11,240,Milwaukee Bucks,52f30c8b1b34326811678f56
.477,.250,24,12,8,8,29,.688,97,11,240,Golden State Warriors,52f30c8c1b34326811678f57
.522,.500,23,18,10,11,30,.704,94,5,240,New Orleans Hornets,52f30c8c1b34326811678f58
.506,.429,26,11,0,11,35,1.000,99,3,240,Toronto Raptors,52f30c8d1b34326811678f59
.457,.500,24,15,6,11,35,.789,101,10,240,Portland Trail Blazers,52f30c8e1b34326811678f5a
.451,.419,24,11,7,14,28,.545,107,10,240,Phoenix Suns,52f30c8f1b34326811678f5b
.579,.364,27,13,8,5,26,.895,109,6,240,Indiana Pacers,52f30c901b34326811678f5c
.413,.313,22,12,8,14,30,.846,93,8,240,Chicago Bulls,52f30c911b34326811678f5d
.529,.400,16,19,2,11,29,.590,99,7,240,Detroit Pistons,52f30c911b34326811678f5e
.487,.520,24,11,0,10,31,.467,96,7,240,New York Knicks,52f30c921b34326811678f5f
.450,.263,17,18,3,13,30,.667,93,12,240,Los Angeles Clippers,52f30c931b34326811678f60
.481,.267,30,12,5,12,30,.704,101,9,240,Atlanta Hawks,52f30c941b34326811678f61
.436,.381,17,12,2,14,37,.818,99,5,265,Portland Trail Blazers,52f30c951b34326811678f62
.402,.407,24,5,2,14,27,.645,105,8,240,Denver Nuggets,52f30c961b34326811678f63
.412,.316,13,11,9,18,32,.794,103,8,240,Indiana Pacers,52f30c971b34326811678f64
.477,.588,24,14,3,9,26,.818,112,9,240,Houston Rockets,52f30c981b34326811678f65
.463,.471,20,10,6,12,30,.765,97,8,240,Memphis Grizzlies,52f30c991b34326811678f66
.407,.333,27,10,6,11,34,.667,95,14,240,Milwaukee Bucks,52f30c9a1b34326811678f67
.563,.389,32,14,6,11,24,.684,110,6,240,New Jersey Nets,52f30c9b1b34326811678f68
.607,.500,31,13,8,11,29,.810,128,8,240,San Antonio Spurs,52f30c9c1b34326811678f69
.342,.294,16,6,3,9,30,.725,84,6,240,Cleveland Cavaliers,52f30c9d1b34326811678f6a
.481,.375,23,12,6,12,27,.880,104,9,240,Utah Jazz,52f30c9d1b34326811678f6b
.524,.450,25,14,5,12,30,.913,116,10,240,Atlanta Hawks,52f30c9e1b34326811678f6c
.523,.381,25,13,8,14,27,.750,112,9,240,Golden State Warriors,52f30c9f1b34326811678f6d
